,original_language,poster_path,release_date,genre_ids_x,video,original_title,id,title,vote_average,adult,vote_count,backdrop_path,popularity,overview,cast,director,keywords,genre_ids_y,name
557,en,/rUAsgohDDBWLb24FyxdjEZQPava.jpg,2012-08-09,"[12, 28]",False,The Dinosaur Project,119698,Projekt: Dinozaur,5.2,False,181,/nAhKxK8inVjHeHAw6W2xkQjdbh5.jpg,62.497,Grupa badaczy udaje się na wyprawę do afrykańskiej dżungli w poszukiwaniu mitycznego wodnego stworzenia.,"['Natasha Loring', 'Matt Kane', 'Richard Dillane']",['Sid Bennett'],"['africa', 'helicopter', 'congo']","[28, 12]","['Akcja', 'Przygodowy']"
558,en,/fK3U8xulldz6lhMDuz3LFB7ngWH.jpg,2012-09-03,"[35, 10751]",False,Beverly Hills Chihuahua 3: Viva la Fiesta!,105965,Cziłała z Beverly Hills 3,6.2,False,192,/h7WBvAHd6IqDsAycFWsqlcdt1i3.jpg,79.495,"Papi oraz wszyscy dwu- i czteronożni członkowie jego familii przenoszą się do eleganckiego hotelu w Beverly Hills. Zwierzaki wesoło spędzają czas w luksusowym spa, jednak wkrótce w psim raju zaczynają się kłopoty. Rosa - najmłodsza z rodziny - czuje się zagubiona i mało ważna. To Papi będzie musiał pomóc jej odnaleźć wewnętrzny blask i siłę... Ta pełna śmiechu, miłości i ekscytujących psich przygód historia zachwyci ciebie i całą twoją rodzinę!","['George Lopez', 'Frances Fisher', 'Jake Busey']",['Lev L. Spiro'],"['family', 'cachorros']","[35, 10751]","['Komedia', 'Familijny']"
559,en,/mAn7hsIH0HgVVQOylvldl1HzySE.jpg,2010-05-16,"[35, 12, 14, 16, 10751]",False,Shrek Forever After,10192,Shrek Forever,6.3,False,5671,/xZ2we4gdiwQmg6D1w9qHlAm5yIf.jpg,65.882,"Czym zajmują się ogry, kiedy już rozprawią się ze straszliwym smokiem, poślubią piękną królewnę i ocalą królestwo teścia? Shrek został pantoflarzem. Małorolni nie uciekają już przed nim z krzykiem. Dziś proszą, żeby podpisał im się na widłach. Tęskniąc za czasami, kiedy ""żył jak na ogra przystało"", Shrek nieopatrznie zawiera pakt z podstępnym Rumplesnickim i ląduje w rządzonej przez niego, spaczonej, alternatywnej wersji Zasiedmiogórogrodu. Tu na ogry się poluje, a Shrek i Fiona nigdy się nie spotkali. Czy Shrekowi uda się odwrócić zaklęcie, uratować przyjaciół i odzyskać ukochaną?","['Mike Myers', 'Eddie Murphy', 'Cameron Diaz']",['Mike Mitchell'],['ogre'],"[12, 35, 16, 10751, 14]","['Przygodowy', 'Komedia', 'Animacja', 'Familijny', 'Fantasy']"
560,en,/uTEvJeGNUFmCMIhFXxOoGLEzUfp.jpg,2017-05-09,"[27, 878, 9648]",False,Alien: Covenant,126889,Obcy: Przymierze,6.0,False,6794,/6jajFcaY2YsfGQstJ5HaqZNVseX.jpg,75.167,"""Obcy: Przymierze"" to drugi rozdział nowej trylogii, którą zapoczątkował film ""Prometeusz"". Statek osadniczy ""Przymierze"" dociera na nieznaną planetę, która wydaje się być prawdziwym rajem. Członkowie ekspedycji szybko się jednak przekonują, że trafili do mrocznego, pełnego tajemnic i niebezpieczeństw świata, którego jedynym mieszkańcem jest android David (Michael Fassbender), ocalały z katastrofy ""Prometeusza"".  [opis dystrybutora Blu-ray]","['Michael Fassbender', 'Katherine Waterston', 'Billy Crudup']",['Ridley Scott'],"['android', 'spacecraft', 'experiment']","[878, 27, 9648]","['Sci-Fi', 'Horror', 'Tajemnica']"
561,en,/58UizmlGXzTGyzeJNCiB8tvXM7K.jpg,2006-03-29,"[16, 10751, 35, 12]",False,Ice Age: The Meltdown,950,Epoka Lodowcowa 2: Odwilż,6.7,False,7939,/wRTZaxAiDP0ZEeQsO0HiiSqYCSp.jpg,75.086,Epoka lodowcowa ma się ku końcowi. Bezkresne przestrzenie skute lodem zmieniają się w zielone łąki. Wiosenna aura tylko pozornie jest przyjemna. W rzeczywistości jest śmiertelnie niebezpieczna: topniejące lody grożą zalaniem doliny.,"['Ray Romano', 'John Leguizamo', 'Denis Leary']",['Carlos Saldanha'],"['mammoth', 'sloth', 'ice age']","[12, 35, 16, 10751]","['Przygodowy', 'Komedia', 'Animacja', 'Familijny']"
562,en,/1qxSuauzpCwI16T1MIiftF7NU0D.jpg,2015-01-14,"[53, 80, 28]",False,Wild Card,265208,Joker,5.6,False,1401,/fGVU8i7hYFgrYO8BzRQIOogKNcg.jpg,63.561,"Nick Wild (Jason Statham) jest ochroniarzem w Las Vegas o zabójczych umiejętnościach zawodowych i osobistych problemach z hazardem. Kiedy jego przyjaciółka zostaje pobita przez sadystycznego bandytę, syna potężnego szefa mafii, Nick pomaga jej w przygotowaniu zemsty. Nagle zostaje wciągnięty w rozgrywki przestępczego podziemia. Rozpoczyna się gra o najwyższą stawkę. Aby odmienić swój los, tym razem musi postawić wszystko na jedną kartę.","['Jason Statham', 'Michael Angarano', 'Dominik Garcia']",['Simon West'],"['gambling', 'bodyguard', 'remake']","[28, 80, 53]","['Akcja', 'Kryminał', 'Thriller']"
563,en,/mVV9dQS7HyADVec5gcuru6xEgH6.jpg,2016-05-18,"[28, 12, 878, 14]",False,X-Men: Apocalypse,246655,X-Men: Apokalipsa,6.5,False,10881,/2ex2beZ4ssMeOduLD0ILzXKCiep.jpg,71.352,"Apocalypse (Oscar Isaac) to pierwszy i najpotężniejszy mutant z uniwersum X-Men, którego od zarania cywilizacji czczono niczym boga. Apocalypse przejął moce wielu innych mutantów, co czyni go nieśmiertelnym i niepokonanym. Gdy budzi się do życia po wielu tysiącach lat, postanawia podbić świat i gromadzi wokół siebie grupę potężnych mutantów, wśród których jest rozczarowany i pozbawiony złudzeń Magneto (Michael Fassbender). Wspólnie postanawiają oczyścić rodzaj ludzki i zaprowadzić nowy porządek na świecie, którym odtąd niepodzielnie władać będzie Apocalypse. Mimo iż los Ziemi wydaje się przesądzony, Raven (Jennifer Lawrence) i Profesor X (James McAvoy) postanawiają wkroczyć do akcji i z pomocą grupy młodych X-Menów powstrzymać wroga i ocalić nasz świat przed totalnym zniszczeniem.  [opis dystrybutora dvd]","['James McAvoy', 'Michael Fassbender', 'Jennifer Lawrence']",['Bryan Singer'],"['hero', 'mutant', 'superhero']","[878, 28, 12, 14]","['Sci-Fi', 'Akcja', 'Przygodowy', 'Fantasy']"
564,en,/1YupNOLZYJzzcyKXAiDEVIHAZzi.jpg,2018-04-03,"[27, 18, 878]",False,A Quiet Place,447332,Ciche Miejsce,7.4,False,10990,/roYyPiQDQKmIKUEhO912693tSja.jpg,63.291,"""WSTRZĄSAJĄCY, ELEKTRYZUJĄCY"" thriller, o rodzinie, która zmuszona jest wieść życie w całkowitej ciszy, by uniknąć ataku tajemniczych, krwiożerczych stworzeń. Zdając sobie sprawę, że każdy, nawet najlżejszy dźwięk, szept, odgłos kroków może sprowadzić na nich śmierć, Evelyn (Emily Blunt) i Lee (John Krasinski) starają się za wszelką cenę ochronić swe dzieci i znaleźć sposób na pokonanie potworów. Thriller ""Ciche Miejsce"" okrzyknięty przez krytyków jako ""REWELACYJNY, TRZYMAJĄCY W NIEUSTANNYM NAPIĘCIU"" i ""PRZYSPIESZAJĄCY BICIE SERCA"" to film roku, który po prostu trzeba zobaczyć.  [opis dystrybutora Blu-ray]","['Emily Blunt', 'John Krasinski', 'Millicent Simmonds']",['John Krasinski'],"['deaf', 'fireworks', 'pregnancy']","[878, 18, 27]","['Sci-Fi', 'Dramat', 'Horror']"
565,en,/hdOTyG0b5eaDgMV12H2VCFMQ6cj.jpg,2015-07-14,"[878, 28, 12]",False,Ant-Man,102899,Ant-Man,7.1,False,16350,/a7sAqMKv5tkAdMzFfIhPqIBmQ9g.jpg,79.176,"Hank Pym (Michael Douglas), wybitny naukowiec zostaje zaproszony przez córkę (Abby Ryder Fortson) i dawnego protegowanego, Darrena Crossa (Corey Stoll) do siedziby swojej byłej firmy, gdzie uzyskuje informacje o stworzeniu żółtego skafandra, wzorowanego na stroju Ant-Mana, który kiedyś nosił. Zauważa, że Cross próbuje opanować technologię kurczenia, którą wymyślił. Zdając sobie sprawę z zagrożeń, jakie ona niesie, Hank postanawia ukraść skafander. Pomóc ma mu w tym Scott Lang (Paul Rudd), uzdolniony złodziej, próbujący ułożyć sobie życie po wyjściu z więzienia.  [opis dystrybutora dvd]","['Paul Rudd', 'Michael Douglas', 'Evangeline Lilly']",['Peyton Reed'],"['ant', 'shrinking', 'superhero']","[878, 28, 12]","['Sci-Fi', 'Akcja', 'Przygodowy']"
566,en,/mEdOIiVF6yS0Q1y8GUyWwcG2mCi.jpg,2016-01-23,"[28, 12, 16, 35, 10751]",False,Kung Fu Panda 3,140300,Kung Fu Panda 3,6.8,False,4422,/uT5G4fA7jKxlJNfwYPMm353f5AI.jpg,63.323,"Spotkanie po latach Po z dawno niewidzianym ojcem skutkuje wyprawą do świata pand. W czasie wędrówki poznają wielu nowych bohaterów. Po staje przed wezwaniem utworzenia grupy niezwyciężonych Kung Fu Pand, ze swoich mało rozgarniętych współbraci, kiedy przestępca Kai zaczyna podporządkowywać sobie całe Chiny. Czy mu się to uda?","['Jack Black', 'Bryan Cranston', 'Dustin Hoffman']","['Jennifer Yuh Nelson', 'Alessandro Carloni']","['china', 'martial arts', 'kung fu']","[28, 12, 35, 16, 10751]","['Akcja', 'Przygodowy', 'Komedia', 'Animacja', 'Familijny']"
567,en,/dUkAmAyPVqubSBNRjRqCgHggZcK.jpg,2009-10-07,"[35, 27]",False,Zombieland,19908,Zombieland,7.3,False,9943,/oihWVx3imvRKujnGmSDYhfG1gI5.jpg,65.065,"Film opowiada o dwóch mężczyznach, którzy znaleźli sposób na przetrwanie w świecie opanowanym przez zombie. Columbus jest słabeuszem, którego przy życiu trzyma tylko paniczny strach, Tallahassee natomiast to wymachujący kałasznikowem, mordujący zombie twardziel, którego celem jest pozbycie się ostatniego żywego trupa z powierzchni ziemi. Kiedy nasi dwaj bohaterowie połączą siły z Wichitą i Little Rock, którzy także odnaleźli specyficzny sposób na przetrwanie chaosu, jedynym co im pozostanie będzie odpowiedź na pytanie: polegać na sobie wzajemnie czy może ostatecznie poddać się zombie.","['Woody Harrelson', 'Jesse Eisenberg', 'Emma Stone']",['Ruben Fleischer'],"['circus', 'sibling relationship', 'washington dc, usa']","[35, 27]","['Komedia', 'Horror']"
568,en,/n6hptKS7Y0ZjkYwbqKOK3jz9XAC.jpg,2020-08-28,"[10751, 16, 878, 35, 10770]",False,Phineas and Ferb: The Movie: Candace Against the Universe,594328,Fineasz i Ferb: Fretka kontra Wszechświat,7.5,False,279,/lkeBhXGJFRlhI7cBWn8LQQAdZqK.jpg,75.549,Sławni bracia wynalazcy wiedzą co będą dzisiaj robić. Będą ratować siostrę porwaną przez kosmitów.,"['Ashley Tisdale', 'Vincent Martella', 'David Errigo Jr.']",['Bob Bowen'],['cartoon'],"[878, 35, 16, 10751, 10770]","['Sci-Fi', 'Komedia', 'Animacja', 'Familijny', 'film TV']"
569,en,/tn2YluZfxgEGma54O3gVMZJPy8z.jpg,2018-07-06,"[28, 12, 14]",False,Aquaman,297802,Aquaman,6.9,False,11122,/9QusGjxcYvfPD1THg6oW3RLeNn7.jpg,73.034,"Aquaman, który jest legendą od ponad 70 lat, to Król Siedmiu Mórz. Misją, tego niechętnie sprawującego rządy na Atlantydzie władcy, jest ochrona całego świata. Miota się on jednak między światem ponad powierzchnią wód nieustannie pustoszącym morza, a mieszkańcami Atlantydy dążącymi do wszczęcia buntu.","['Jason Momoa', 'Amber Heard', 'Willem Dafoe']",['James Wan'],"['dc comics', 'hero', 'atlantis']","[28, 12, 14]","['Akcja', 'Przygodowy', 'Fantasy']"
570,en,/dErLxN7F3km3Ju8znUMtkGsgUW9.jpg,2015-11-14,"[12, 16, 10751]",False,The Good Dinosaur,105864,Dobry dinozaur,6.7,False,4421,/s4wRC37TUwxtghhFBaze0qO1278.jpg,67.206,"Co by było, gdyby asteroida, której potężne uderzenie miliony lat temu doprowadziło do zagłady dinozaurów, jednak nie uderzyła w Ziemię? W alternatywnej historii, w której dinozaury nie wymarły, młody apatozaur Arlo wpada do rzeki i zostaje porwany przez jej nurt. Starając się znaleźć drogę powrotną do domu, zaprzyjaźnia się z małym jaskiniowcem o imieniu Bąbel.","['Frances McDormand', 'Raymond Ochoa', 'Jeffrey Wright']",['Peter Sohn'],"['tyrannosaurus rex', 'friendship', 'cartoon']","[12, 16, 10751]","['Przygodowy', 'Animacja', 'Familijny']"
571,en,/fG3gslGFGyAEbk2BkCPAJPWiJxG.jpg,2013-04-11,[35],False,Scary Movie 5,4258,Straszny Film 5,4.8,False,2210,/kttkW0qMv4quwRH5a59gQMFrpl2.jpg,77.047,"W piątej i ostatniej odsłonie czteroczęściowej trylogii ""Straszny film"" zobaczymy zupełnie nowych bohaterów, którzy w podobnym stylu jak ich poprzednicy zmierzą się z pułapkami, które zastawi na nich nieobliczalne życie. Tym razem w rolach głównych zobaczymy Ashley Tisdale (""High School Musical""), Lindsay Lohan (""Wredne dziewczyny"") oraz Charliego Sheena (""Dwóch i pół""). W domu młodego małżeństwa mają miejsce niepokojące zdarzenia, po tym jak para adoptuje trójkę niezbyt normalnych dzieci... Korzystając z pomocy kamer i sztabu specjalistów odkrywają, że ich dom jest opętany przez demona. W ""Strasznym filmie 5"" zobaczymy parodie słynnych filmów ostatnich lat, m. in. ""Paranormal Activity"", ""Czarny łabędź"", ""Igrzyska śmierci"", ""Incepcja"", ""Oszukać przeznaczenie"" i powieści ""50 twarzy Greya"".","['Ashley Tisdale', 'Simon Rex', 'Gracie Whitton']",['Malcolm D. Lee'],"['ballet dancer', 'sequel', 'parody']",[35],['Komedia']
572,en,/xwbFEPubG4wroLDZdmTWRGNnnWf.jpg,2008-08-15,"[35, 18, 10749]",False,Wild Child,13971,Wild Child. Zbuntowana księżniczka,6.7,False,1538,/zjobTF54Z1P1hpa3w2RePqL42is.jpg,61.19,"Poppy to nastolatka z Malibu, która większość swego czasu spędza na szalonych wybrykach, których ma dość jej bogaty ojciec. Postanawia posłać ją do angielskiej szkoły z internatem o surowej dyscyplinie. Czy Poppy poradzi sobie w nowej sytuacji?","['Emma Roberts', 'Alex Pettyfer', 'Natasha Richardson']",['Nick Moore'],"['diving', 'england', 'boarding school']","[35, 18, 10749]","['Komedia', 'Dramat', 'Romans']"
573,en,/xdUuO71kbexJUucnOLV4n25dDTC.jpg,2013-06-19,"[16, 10751]",False,Monsters University,62211,Uniwersytet Potworny,7.0,False,8698,/mIpCxBWNz6SHCQBe2K2PFr5MB7f.jpg,66.681,"Ulubieńcy kinowej publiczności, James P. Sullivan i Mike Wazowski, powracają na duży ekran w filmie ""Uniwersytet potworny"" - prequelu oscarowego hitu wytwórni Disney/Pixar ""Potwory i Spółka"".  Film przenosi widzów w czasy, kiedy Sulley i Mike - studenci Uniwersytetu Potwornego - dopiero zgłębiali tajniki potwornego fachu. Zabawne perypetie bohaterów z okresu studiów, wypełnionego szalonymi imprezami w akademiku, pokazują jak pomimo wielu dzielących ich różnic zostali najlepszymi przyjaciółmi.  ""Uniwersytet potworny"" to pełen humoru film o narodzinach prawdziwej przyjaźni.","['Billy Crystal', 'John Goodman', 'Steve Buscemi']",['Dan Scanlon'],"['monster', 'training camp', 'dormitory']","[16, 10751]","['Animacja', 'Familijny']"
574,en,/3Pypddo30vxDePpts8qZZyORo6j.jpg,2021-06-03,"[53, 27]",False,Flashback,522406,Inwersja,6.5,False,155,/lR7qQNifkq2fNwy681lH3NtmynV.jpg,65.121,"Fred, pozornie zwyczajny trzydziestolatek, pracuje w globalnej korporacji i planuje się ustatkować. Wszystko zmienia nieoczekiwane spotkanie dawnej znajomej Cindy, która przed laty zaginęła w tajemniczych okolicznościach. Kiedy Freda zaczynają dręczyć flashbacki dotyczące zniknięcia dziewczyny, rozpoczyna obsesyjne poszukiwanie prawdy, do której ma go zbliżyć tajemnicza tabletka Merkury. Gdy po jej zażyciu granice między przeszłością, teraźniejszością a przyszłością zdają się zacierać, przestaje być jasne, czy Fred utkwił w pętli czasu, czy stał się więźniem własnego umysłu.","[""Dylan O'Brien"", 'Maika Monroe', 'Hannah Gross']",['Christopher MacBride'],"['journey in the past', 'time travel', 'mystery']","[53, 27]","['Thriller', 'Horror']"
575,en,/lHIwgPJV8gQiDhBc91ZLCZQyboK.jpg,2019-10-10,"[10751, 16, 35]",False,The Addams Family,481084,Rodzina Addamsów,6.7,False,1642,/ur4NTeFGZmQ6Hz5uEkAMgPI3WRg.jpg,72.536,"Rodzina Addamsów, po przeprowadzce do New Jersey, musi stawić czoło wyzwaniom XXI wieku, a także wścibskiej, sprytnej i chciwej prezenterce telewizyjnej Margaux Needler. W dodatku Addamsowie szykują się do wielkiej rodzinnej uroczystości…","['Oscar Isaac', 'Charlize Theron', 'Chloë Grace Moretz']","['Conrad Vernon', 'Greg Tiernan']","['black humor', 'cartoon', 'family']","[35, 16, 10751]","['Komedia', 'Animacja', 'Familijny']"
576,ja,/24GeKFiBPpryD21NWjxFKtLOQ0R.jpg,2010-09-09,"[12, 18, 28]",False,十三人の刺客,58857,13 Zabójców,7.3,False,796,/wi8pmuxWN80AoDNnetNwwgZVbGg.jpg,64.71,"W dziewiętnastowiecznej feudalnej Japonii, powszechny strach sieje brat shoguna, Matsudaira Naritsugu (Gorô Inagaki). W obawie o kruchy, z trudem latami budowany pokój, lokalne władze postanawiają w tajemnicy pozbyć się Naritsugu. Misja zabicia tyrana, zostaje powierzona doskonale wyćwiczonemu w walce samurajowi, Shinzaemonowi Shimadzie (Koji Yakusho). Zbiera on drużynę trzynastu wojowników, którzy podejmą się wykonania tego zadania.  [opis dystrybutora dvd]","['Koji Yakusho', 'Takayuki Yamada', 'Yusuke Iseya']",['Takashi Miike'],"['japan', 'suicide', 'assassin']","[28, 12, 18]","['Akcja', 'Przygodowy', 'Dramat']"
577,en,/gKMDmGde8aAD8M6dvm6j7wciSbJ.jpg,2008-07-14,"[18, 28, 80, 53]",False,The Dark Knight,155,Mroczny Rycerz,8.5,False,26321,/hkBaDkMWbLaf8B1lsWsKX7Ew3Xq.jpg,64.908,"Kontynuacja filmu ""Batman: Początek"", ""Mroczny Rycerz"", to kolejne wspólne dzieło reżysera Christophera Nolana i gwiazdora Christiana Bale'a, który ponownie wciela się w postać Batmana / Bruce'a Wayne'a toczącego zażartą wojnę ze światem przestępczym. Batmanowi udaje się na dobre rozbić kryminalne podziemie Gotham z pomocą porucznika Jima Gordona (Gary Oldman) i Prokuratora Okręgowego Harveya Denta (Aaron Eckhart). Ich współpraca okazuje się niezwykle skuteczna, ale szybko trzej mężczyźni stają się celem nowego geniusza zbrodni, Jokera (Heath Ledger), którego celem jest wprowadzenie w Gotham anarchii i zmuszenie Batmana, by ten przeszedł na stronę zła, przestał być bohaterem, a stał się złoczyńcą.  [opis dystrybutora dvd]","['Christian Bale', 'Heath Ledger', 'Michael Caine']",['Christopher Nolan'],"['dc comics', 'crime fighter', 'secret identity']","[28, 80, 53, 18]","['Akcja', 'Kryminał', 'Thriller', 'Dramat']"
578,en,/j8vuiInBiu2WFWq4tFkjhmT0MUg.jpg,2015-05-13,"[28, 12, 878]",False,Mad Max: Fury Road,76341,Mad Max: Na drodze gniewu,7.5,False,18712,/nlCHUWjY9XWbuEUQauCBgnY8ymF.jpg,72.204,"Prześladowany przez demony przeszłości Mad Max (Tom Hardy) uważa, że najlepszym sposobem na przeżycie jest samotna wędrówka po świecie. Zostaje jednak wciągnięty do grupy uciekinierów przemierzających tereny spustoszone przez wojnę nuklearną (Wasteland) w pojeździe zwanym War Rig, prowadzonym przez Imperatorkę Furiosę (Charlize Theron). Uciekają z Cytadeli sterroryzowanej przez Immortana Joe’ego (Hugh Keays-Byrne), któremu odebrano coś wyjątkowego. Rozwścieczony watażka zwołuje wszystkie swoje bandy i wytrwale ściga buntowników, podczas gdy na drogach toczy się wysokooktanowa wojna.  [opis dystrybutora dvd]","['Tom Hardy', 'Charlize Theron', 'Nicholas Hoult']",['George Miller'],"['future', 'chase', 'post-apocalyptic future']","[878, 28, 12]","['Sci-Fi', 'Akcja', 'Przygodowy']"
579,en,/VF29fCNyGyZIACutBINKaNfDvB.jpg,2010-05-26,"[35, 18, 10749]",False,Sex and the City 2,37786,Seks w wielkim mieście 2,6.1,False,1342,/gPqqEBBpSl7E4Fz8uMBqoBLxcTP.jpg,73.244,"Cztery przyjaciółki pragną odciąć się od problemów. W tym celu wylatują do Zjednoczonych Emiratów Arabskich, gdzie wpadają w pułapkę różnic kulturowych.","['Sarah Jessica Parker', 'Kim Cattrall', 'Kristin Davis']",['Michael Patrick King'],"['female friendship', 'vacation', 'travel']","[35, 18, 10749]","['Komedia', 'Dramat', 'Romans']"
580,en,/nzZSFYOf6T7WOFRqtmvKaWuDt9Y.jpg,2014-08-04,"[28, 12, 53]",False,The Expendables 3,138103,Niezniszczalni 3,6.2,False,3965,/sJDBJxKWG7h3VpG6jc9Mm9bw4kG.jpg,61.241,"Barney Ross (Sylvester Stallone) i jego Niezniszczalni będą musieli zmierzyć się nie tylko z najtrudniejszym przeciwnikiem w historii istnienia grupy, ale także z... nowym pokoleniem najemników. Nie dość bowiem, że Conrad Stonebanks (Mel Gibson), były przyjaciel Barneya i współzałożyciel Niezniszczalnych szykuje się na nich z całą armią, to jeszcze szeregi ekipy zasilają młodzi gniewni, którzy nadają na zdecydowanie innych falach niż zaprawieni w oldskulowych bojach weterani…","['Sylvester Stallone', 'Jason Statham', 'Harrison Ford']",['Patrick Hughes'],"['cia', 'arms dealer', 'sequel']","[28, 12, 53]","['Akcja', 'Przygodowy', 'Thriller']"
581,en,/gZ3LcvIZXbidK3XIvgmVeb18dhR.jpg,2020-10-14,"[10751, 14, 12, 35]",False,A Babysitter's Guide to Monster Hunting,624963,Poradnik łowczyni potworów,6.3,False,225,/ezLKohe4HKsHQbwQwhv0ARo83NC.jpg,74.811,"Zaczynająca liceum Kelly Ferguson (Tamara Smart) niechętnie przystaje na to, by zająć się podczas Halloween młodym Jacobem Zellmanem (Ian Ho). Domyśla się, że łatwo nie będzie, ale nie spodziewa się, że tego wieczoru zostanie przyjęta do tajnego międzynarodowego stowarzyszenia opiekunek, które chronią przed złem dzieci obdarzone supermocami. Aby obronić Jacoba przed potworami, Kelly podejmuje współpracę z rzeczową Wiceprezydent Kapituły Liz Lerue (Oona Laurence), mającą technologię w małym palcu Berną Vincent (Troy Leigh-Anne Johnson), specjalistką od potworów Cassie Zhen (Lynn Masako Cheng) i mistrzem eliksirów Curtisem Critterem (Ty Consiglio). Wspólnie spróbują pokonać istotę zwaną ""Grand Guignolem"" (Tom Felton) i elegancką wiedźmę Peggy Drood (Indya Moore) oraz służącą im armię tajemniczych stworzeń. Film jest oparty na pierwszym tomie serii popularnych książek ""A Babysitter's Guide to Monster Hunting"" autorstwa Joego Ballariniego.","['Tamara Smart', 'Oona Laurence', 'Alessio Scalzotto']",['Rachel Talalay'],"['monster', 'babysitter', 'halloween']","[12, 35, 10751, 14]","['Przygodowy', 'Komedia', 'Familijny', 'Fantasy']"
582,en,/sCWj9ZB68HkOQlBGxMiZkZaQUX6.jpg,2021-07-29,"[14, 12]",False,The Green Knight,559907,Zielony Rycerz. Green Knight,6.6,False,622,/al0aXl47cWkf4jnKuPiEZtjWT8j.jpg,74.542,"Sir Gawaine, siostrzeniec króla Artura, jest dość lekkomyślnym i raczej pustogłowym młodzieńcem, który woli pić i romansować niż wojować. Jego miejsce wśród Rycerzy Okrągłego Stołu usprawiedliwia właściwie tylko prawo krwi. Podczas świąt Bożego Narodzenia po raz pierwszy zdaje sobie sprawę z tego, że w przeciwieństwie do innych uczestników bożonarodzeniowej uczty nie dokonał w życiu niczego, o czym można by zaśpiewać balladę. Wstyd z tego powodu popycha go do bezmyślnej brawury, gdy na uczcie zjawia się Zielony Rycerz i proponuje osobliwą grę. Okazuje się ona śmiertelnie niebezpieczna...","['Dev Patel', 'Alicia Vikander', 'Joel Edgerton']",['David Lowery'],"['fox', 'camelot', 'king arthur']","[12, 14]","['Przygodowy', 'Fantasy']"
